Participante,Centro,Curso,Temario,Al menos 7h 30',Último tema terminado,Al menos ha visto un 75%,Actividad (#eventos),Numero de videos reproducidos,Numero de respuestas,Tiempo mirando videos,Tiempo siguiendo curso,Hora comienzo curso,Hora ultima actividad
6,C052 - Biblioteca Municipal de Miraflores de la Sierra,RETO052,RETOMadrID - Curso de uso básico de ordenador,false,false,true,343,53,37,03:41:43,06:25:59,2024-11-19 10:57:58.649000+01:00 CET Europe/Madrid,2025-02-24 11:25:33.020000+01:00 CET Europe/Madrid
1,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,true,true,true,625,68,71,04:58:33,08:14:34,2025-02-25 10:59:02.770000+01:00 CET Europe/Madrid,2025-03-18 12:57:30.469000+01:00 CET Europe/Madrid
15,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,2,1,0,00:03:51,00:03:51,2025-03-10 13:56:54.471000+01:00 CET Europe/Madrid,2025-03-10 14:00:45.648000+01:00 CET Europe/Madrid
9,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,503,61,71,05:00:38,10:45:52,2024-08-12 19:20:54.734000+02:00 CEST Europe/Madrid,2024-12-02 18:49:59.389000+01:00 CET Europe/Madrid
5,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,18,3,0,00:14:48,00:36:47,2025-02-24 16:27:40.000000+01:00 CET Europe/Madrid,2025-03-03 14:51:19.083000+01:00 CET Europe/Madrid
3,C070 - Aula Santorcaz CEPA Torres de la Alameda,RETO070,RETOMadrID - Curso de uso básico de ordenador,true,false,true,649,66,71,05:41:39,10:11:53,2024-10-01 19:08:54.640000+02:00 CEST Europe/Madrid,2024-11-07 18:27:48.844000+01:00 CET Europe/Madrid
9,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,116,12,25,00:42:36,01:42:11,2025-03-10 13:46:47.019000+01:00 CET Europe/Madrid,2025-03-25 12:06:22.605000+01:00 CET Europe/Madrid
16,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,true,true,555,68,71,04:15:43,07:54:20,2025-03-04 11:06:11.952000+01:00 CET Europe/Madrid,2025-03-25 11:56:44.195000+01:00 CET Europe/Madrid
7,C059 - Centro de mayores de Robledo de Chavela,RETO059,RETOMadrID - Curso de uso básico de ordenador,false,false,false,404,44,40,04:25:06,06:10:11,2024-10-28 12:05:48.349000+01:00 CET Europe/Madrid,2024-11-04 13:01:35.369000+01:00 CET Europe/Madrid
4,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,610,66,49,04:54:05,09:06:04,2024-11-02 10:02:50.695000+01:00 CET Europe/Madrid,2025-03-12 10:19:45.346000+01:00 CET Europe/Madrid
3,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,false,false,false,455,25,25,04:03:41,06:19:18,2024-08-09 19:03:11.897000+02:00 CEST Europe/Madrid,2025-01-22 18:14:54.400000+01:00 CET Europe/Madrid
prueba1,C093 - Residencia y Centro de Día Santa Gema Galgani de el Álamo,RETO093,RETOMadrID - Curso de uso básico de ordenador,false,false,false,2,0,0,00:00:39,00:00:39,2025-01-09 14:33:30.714000+01:00 CET Europe/Madrid,2025-01-09 14:34:09.787000+01:00 CET Europe/Madrid
5,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,false,false,false,202,25,19,01:29:35,03:38:50,2025-02-12 09:50:03.059000+01:00 CET Europe/Madrid,2025-02-13 11:22:57.619000+01:00 CET Europe/Madrid
2,"C057 - Centro de Mayores ""Virgen de la Nueva"" de San Martín de Valdeiglesias",RETO057,RETOMadrID - Curso de uso básico de ordenador,false,false,false,137,8,25,00:47:03,02:46:40,2024-09-27 12:27:47.860000+02:00 CEST Europe/Madrid,2024-10-22 12:24:59.443000+02:00 CEST Europe/Madrid
4,C109 - Funadación APASCOVI de Colmenarejo,RETO109,RETOMadrID - Curso de uso básico de ordenador,false,false,false,212,15,24,00:56:32,03:50:40,2025-02-27 14:59:29.594000+01:00 CET Europe/Madrid,2025-03-25 16:12:47.776000+01:00 CET Europe/Madrid
2,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,true,false,true,499,53,41,05:49:33,09:57:18,2024-09-30 03:40:57.303000+02:00 CEST Europe/Madrid,2024-12-16 15:15:05.284000+01:00 CET Europe/Madrid
15,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,622,66,71,05:16:22,08:28:18,2024-10-07 12:12:49.074000+02:00 CEST Europe/Madrid,2024-11-21 16:38:08.760000+01:00 CET Europe/Madrid
6,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,false,false,true,609,51,69,05:33:14,07:02:42,2024-11-12 09:57:35.572000+01:00 CET Europe/Madrid,2024-12-11 15:55:29.341000+01:00 CET Europe/Madrid
5,"C057 - Centro de Mayores ""Virgen de la Nueva"" de San Martín de Valdeiglesias",RETO057,RETOMadrID - Curso de uso básico de ordenador,false,false,false,275,21,25,01:30:35,03:40:52,2024-09-27 11:29:28.418000+02:00 CEST Europe/Madrid,2024-11-18 13:26:16.773000+01:00 CET Europe/Madrid
3,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,true,false,true,612,52,40,04:48:32,10:13:47,2024-09-30 14:26:45.010000+02:00 CEST Europe/Madrid,2024-12-16 13:58:33.040000+01:00 CET Europe/Madrid
10,C079 - Casa de Cultura Valmores en Nuevo Baztán,RETO079,RETOMadrID - Curso de uso básico de ordenador,true,false,true,610,60,45,05:52:18,11:08:55,2025-02-03 12:02:11.190000+01:00 CET Europe/Madrid,2025-03-12 15:02:55.620000+01:00 CET Europe/Madrid
2,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,false,677,44,28,05:32:14,10:08:20,2024-08-19 12:17:04.698000+02:00 CEST Europe/Madrid,2025-01-16 10:12:56.000000+01:00 CET Europe/Madrid
11,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,false,false,false,82,3,18,00:15:57,00:29:03,2022-05-30 19:40:17.282000+02:00 CEST Europe/Madrid,2022-05-30 20:09:20.922000+02:00 CEST Europe/Madrid
7,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,true,false,false,311,43,25,04:44:23,08:05:28,2025-01-28 10:40:53.673000+01:00 CET Europe/Madrid,2025-03-25 12:02:11.865000+01:00 CET Europe/Madrid
2,C055 - Residencia el Escorial,RETO055,RETOMadrID - Curso de uso básico de ordenador,false,false,false,148,13,25,01:25:39,02:08:29,2025-03-04 10:22:12.268000+01:00 CET Europe/Madrid,2025-03-19 15:34:45.031000+01:00 CET Europe/Madrid
3,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,true,false,true,585,66,45,05:29:31,10:09:37,2024-09-03 10:33:53.120000+02:00 CEST Europe/Madrid,2024-11-19 11:17:27.540000+01:00 CET Europe/Madrid
23,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,true,false,true,503,58,68,05:04:41,08:50:21,2024-09-30 13:33:32.195000+02:00 CEST Europe/Madrid,2024-12-16 16:46:57.082000+01:00 CET Europe/Madrid
8,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,136,12,25,00:58:13,01:04:32,2024-11-06 13:14:07.038000+01:00 CET Europe/Madrid,2024-11-06 14:18:39.150000+01:00 CET Europe/Madrid
29,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,154,23,25,01:22:59,02:07:02,2025-03-28 11:02:25.426000+01:00 CET Europe/Madrid,2025-03-28 13:09:27.811000+01:00 CET Europe/Madrid
6,C083 - Biblioteca Municipal de Valdilecha,RETO083,RETOMadrID - Curso de uso básico de ordenador,true,false,true,415,66,45,07:41:09,09:45:09,2024-12-04 12:02:36.031000+01:00 CET Europe/Madrid,2024-12-17 13:33:02.714000+01:00 CET Europe/Madrid
18,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,false,471,41,35,03:45:57,07:40:15,2024-09-30 11:02:45.449000+02:00 CEST Europe/Madrid,2025-03-07 19:38:57.358000+01:00 CET Europe/Madrid
1,C005 - CAR. Horcajuelo de la Sierra,RETO005,RETOMadrID - Curso de uso básico de ordenador,true,false,true,769,66,70,06:53:14,17:58:29,2024-06-19 10:17:23.056000+02:00 CEST Europe/Madrid,2024-09-16 10:43:13.669000+02:00 CEST Europe/Madrid
3,C064 - Biblioteca Municipal de Brunete,RETO064,RETOMadrID - Curso de uso básico de ordenador,true,false,true,465,66,71,05:11:52,07:40:12,2024-12-10 12:34:43.977000+01:00 CET Europe/Madrid,2025-01-22 18:56:18.320000+01:00 CET Europe/Madrid
13,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,486,66,45,05:34:54,08:35:39,2025-01-16 12:00:44.222000+01:00 CET Europe/Madrid,2025-02-04 12:32:07.348000+01:00 CET Europe/Madrid
6,C017 - Biblioteca de Valdemanco,RETO017,RETOMadrID - Curso de uso básico de ordenador,true,false,false,752,45,28,07:11:55,10:55:19,2024-10-17 19:50:22.523000+02:00 CEST Europe/Madrid,2024-11-07 17:18:25.111000+01:00 CET Europe/Madrid
1,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,429,65,71,04:44:31,07:47:24,2025-02-05 13:25:42.653000+01:00 CET Europe/Madrid,2025-03-25 11:57:47.274000+01:00 CET Europe/Madrid
5,C051 - Centro de Día Venecia de Camarma de Esteruelas,RETO051,RETOMadrID - Curso de uso básico de ordenador,false,false,false,147,17,25,01:11:58,01:49:20,2025-02-04 12:40:42.970000+01:00 CET Europe/Madrid,2025-03-13 12:22:28.617000+01:00 CET Europe/Madrid
1,C086 - Biblioteca Municipal de El Escorial,RETO086,RETOMadrID - Curso de uso básico de ordenador,true,false,true,612,65,71,05:18:27,07:37:54,2025-01-17 17:14:52.346000+01:00 CET Europe/Madrid,2025-02-05 17:47:28.622000+01:00 CET Europe/Madrid
3,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,525,66,71,06:44:05,12:05:21,2024-10-08 19:11:08.144000+02:00 CEST Europe/Madrid,2025-01-09 19:51:20.548000+01:00 CET Europe/Madrid
20,C019 - Biblioteca Municipal. Colmenar del Arroyo,RETO019,RETOMadrID - Curso de uso básico de ordenador,false,false,false,7,0,0,00:00:17,00:00:52,2024-06-14 13:43:18.916000+02:00 CEST Europe/Madrid,2024-06-14 13:44:10.513000+02:00 CEST Europe/Madrid
1,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,false,false,444,36,25,02:31:03,07:47:31,2025-03-11 15:12:57.582000+01:00 CET Europe/Madrid,2025-03-28 09:38:32.034000+01:00 CET Europe/Madrid
7,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,false,115,8,25,00:40:17,00:50:42,2025-02-13 12:58:47.535000+01:00 CET Europe/Madrid,2025-02-13 13:49:29.743000+01:00 CET Europe/Madrid
prueba1,C122 - Centro de Lectura de Los Santos de la Humosa,RETO122,RETOMadrID - Curso de uso básico de ordenador,false,false,false,92,0,2,00:00:02,00:54:36,2025-03-12 18:04:48.257000+01:00 CET Europe/Madrid,2025-03-13 11:51:38.162000+01:00 CET Europe/Madrid
14,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,true,false,true,545,66,71,07:30:04,09:03:09,2024-10-07 12:56:22.174000+02:00 CEST Europe/Madrid,2024-11-21 16:12:14.520000+01:00 CET Europe/Madrid
1,C079 - Casa de Cultura Valmores en Nuevo Baztán,RETO079,RETOMadrID - Curso de uso básico de ordenador,false,false,false,106,5,19,00:27:45,01:13:21,2025-01-10 13:10:32.010000+01:00 CET Europe/Madrid,2025-01-15 16:50:39.507000+01:00 CET Europe/Madrid
8,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,false,false,false,130,5,19,00:50:52,01:05:39,2024-11-11 12:07:44.077000+01:00 CET Europe/Madrid,2024-11-11 13:13:23.667000+01:00 CET Europe/Madrid
5,C039 - Biblioteca Municipal de Navacerrada,RETO039,RETOMadrID - Curso de uso básico de ordenador,true,false,true,650,66,71,06:42:41,11:16:50,2023-01-31 10:19:21.456000+01:00 CET Europe/Madrid,2023-02-13 18:34:38.025000+01:00 CET Europe/Madrid
16,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,false,false,684,50,31,06:37:53,11:41:12,2025-01-22 10:39:23.292000+01:00 CET Europe/Madrid,2025-03-17 13:27:37.290000+01:00 CET Europe/Madrid
7,C025 - Ayuntamiento de Alameda del Valle,RETO025,RETOMadrID - Curso de uso básico de ordenador,true,false,false,420,43,31,04:34:38,11:15:47,2024-10-24 11:56:10.425000+02:00 CEST Europe/Madrid,2024-12-04 13:32:11.046000+01:00 CET Europe/Madrid
5,C041 - Centro Cívico Antonio Simón Cuevas de Villamanta,RETO041,RETOMadrID - Curso de uso básico de ordenador,false,false,false,169,14,25,01:32:54,02:19:50,2025-02-04 11:19:17.033000+01:00 CET Europe/Madrid,2025-02-25 12:22:36.428000+01:00 CET Europe/Madrid
8,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,false,425,32,27,05:42:35,08:36:52,2024-08-08 12:08:00.398000+02:00 CEST Europe/Madrid,2025-01-15 18:49:24.390000+01:00 CET Europe/Madrid
3,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,true,false,true,472,56,69,04:49:41,10:23:28,2024-10-01 16:51:45.473000+02:00 CEST Europe/Madrid,2024-10-31 18:11:07.489000+01:00 CET Europe/Madrid
5,C080 - Biblioteca Pública Municipal de Tielmes,RETO080,RETOMadrID - Curso de uso básico de ordenador,true,false,true,539,66,71,06:50:50,08:45:11,2024-11-25 17:04:31.780000+01:00 CET Europe/Madrid,2024-12-02 18:55:43.361000+01:00 CET Europe/Madrid
12,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,193,3,24,00:00:06,03:30:20,2024-11-04 12:04:41.652000+01:00 CET Europe/Madrid,2024-12-28 15:30:27.944000+01:00 CET Europe/Madrid
2,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,145,18,18,01:23:36,05:27:55,2024-06-04 12:33:52.960000+02:00 CEST Europe/Madrid,2024-10-23 16:19:40.530000+02:00 CEST Europe/Madrid
prueba1,C033 - Centro de cultura de El Espartal,RETO033,RETOMadrID - Curso de uso básico de ordenador,false,false,false,8,0,0,00:00:52,00:02:15,2024-07-19 13:38:34.318000+02:00 CEST Europe/Madrid,2024-07-19 13:40:49.675000+02:00 CEST Europe/Madrid
4,"C110 - Biblioteca Municipal ""Jacinto Benavente"" de Villarejo de Salvanés",RETO110,RETOMadrID - Curso de uso básico de ordenador,false,false,false,275,34,26,02:14:09,03:08:37,2025-02-25 10:53:17.256000+01:00 CET Europe/Madrid,2025-02-27 12:03:11.491000+01:00 CET Europe/Madrid
laf,Babel @ UPM,RETOTEST,RETOMadrID - Curso de uso básico de ordenador,false,false,false,16,0,1,00:01:29,00:17:24,2024-04-19 12:55:28.973000+02:00 CEST Europe/Madrid,2024-04-24 15:38:31.000000+02:00 CEST Europe/Madrid
19,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,false,false,false,23,4,3,00:09:05,00:36:53,2025-03-19 11:48:24.301000+01:00 CET Europe/Madrid,2025-03-19 12:25:17.172000+01:00 CET Europe/Madrid
16,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,56,0,18,00:00:02,00:03:33,2025-02-14 19:10:07.014000+01:00 CET Europe/Madrid,2025-02-14 19:13:40.234000+01:00 CET Europe/Madrid
6,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,false,258,38,26,02:36:53,03:54:44,2025-03-17 09:16:35.472000+01:00 CET Europe/Madrid,2025-03-24 10:57:32.256000+01:00 CET Europe/Madrid
1,C072 - Residencia Juan Pablo II de San Martín de Valdeiglesias,RETO072,RETOMadrID - Curso de uso básico de ordenador,false,false,false,74,3,18,00:15:03,01:10:26,2024-11-06 11:16:09.565000+01:00 CET Europe/Madrid,2024-11-27 12:49:52.856000+01:00 CET Europe/Madrid
14,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,true,true,true,563,68,71,04:40:55,09:38:50,2025-03-10 11:25:42.239000+01:00 CET Europe/Madrid,2025-03-24 13:56:01.973000+01:00 CET Europe/Madrid
2,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,false,false,false,138,9,23,00:40:09,01:02:42,2025-02-06 10:28:23.589000+01:00 CET Europe/Madrid,2025-02-06 11:31:05.112000+01:00 CET Europe/Madrid
5,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,false,false,172,13,19,00:29:19,04:16:48,2025-02-07 10:04:02.324000+01:00 CET Europe/Madrid,2025-03-28 11:02:11.531000+01:00 CET Europe/Madrid
4,C045 - Residencia Soto Fresnos de Soto del Real,RETO045,RETOMadrID - Curso de uso básico de ordenador,true,false,false,919,48,33,05:05:36,07:42:15,2025-03-17 10:54:06.273000+01:00 CET Europe/Madrid,2025-03-28 12:21:23.125000+01:00 CET Europe/Madrid
12,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,true,502,66,71,05:10:07,06:37:16,2025-02-13 11:49:00.874000+01:00 CET Europe/Madrid,2025-03-04 12:51:15.115000+01:00 CET Europe/Madrid
18,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,716,66,71,05:28:35,07:51:42,2025-01-22 12:06:22.954000+01:00 CET Europe/Madrid,2025-01-31 13:17:06.389000+01:00 CET Europe/Madrid
3,C007 - Casa de la Cultura de Venturada.,RETO007,RETOMadrID - Curso de uso básico de ordenador,false,false,false,66,2,17,00:11:38,00:20:33,2024-11-21 10:57:55.073000+01:00 CET Europe/Madrid,2024-11-21 11:18:28.533000+01:00 CET Europe/Madrid
14,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,false,false,false,117,9,25,00:29:50,00:47:06,2024-09-25 14:11:53.161000+02:00 CEST Europe/Madrid,2024-09-25 14:58:59.097000+02:00 CEST Europe/Madrid
13,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,95,5,19,00:25:35,01:19:14,2024-10-07 17:36:33.113000+02:00 CEST Europe/Madrid,2024-10-14 13:36:05.148000+02:00 CEST Europe/Madrid
2,"C077 - Ayuntamiento El Boalo, Cerceda y Mataelpino",RETO077,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1271,66,71,06:54:14,12:25:16,2025-01-22 17:06:31.277000+01:00 CET Europe/Madrid,2025-01-31 18:10:41.052000+01:00 CET Europe/Madrid
2,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,true,true,1009,68,66,06:37:17,15:56:48,2025-01-16 13:08:27.952000+01:00 CET Europe/Madrid,2025-03-24 12:50:44.298000+01:00 CET Europe/Madrid
11,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,true,true,true,656,68,69,05:09:45,07:44:48,2025-02-26 12:10:26.815000+01:00 CET Europe/Madrid,2025-03-10 16:54:12.251000+01:00 CET Europe/Madrid
13,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,570,66,71,05:30:31,08:35:09,2024-09-24 11:02:45.836000+02:00 CEST Europe/Madrid,2024-10-03 12:46:13.200000+02:00 CEST Europe/Madrid
6,"C118 - Biblioteca Municipal ""Padre Rojas"" de Colmenar de Oreja",RETO118,RETOMadrID - Curso de uso básico de ordenador,false,true,true,587,68,70,04:53:48,07:18:07,2025-03-19 12:02:54.600000+01:00 CET Europe/Madrid,2025-03-27 18:26:30.311000+01:00 CET Europe/Madrid
12,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,false,false,255,22,18,00:06:12,04:54:58,2025-02-14 09:54:31.855000+01:00 CET Europe/Madrid,2025-03-21 10:58:58.157000+01:00 CET Europe/Madrid
4,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,284,42,34,02:58:10,04:19:06,2025-03-05 18:22:31.858000+01:00 CET Europe/Madrid,2025-03-25 11:58:33.999000+01:00 CET Europe/Madrid
prueba1,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,false,false,false,12,2,0,00:05:37,00:21:22,2024-12-12 18:39:51.827000+01:00 CET Europe/Madrid,2024-12-13 10:06:05.430000+01:00 CET Europe/Madrid
10,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,false,false,181,25,25,01:30:03,01:52:27,2025-02-26 09:07:42.004000+01:00 CET Europe/Madrid,2025-02-26 11:00:09.552000+01:00 CET Europe/Madrid
